Source,CH3,,
Second,Volt,,
-0.06762,0.124,,
-0.0676,0.108,,
-0.06758,0.106,,
-0.067559994,0.094,,
-0.06754,0.102,,
-0.06752,0.092,,
-0.067499994,0.094,,
-0.06748,0.094,,
-0.06746,0.08,,
-0.067439994,0.086,,
-0.06742,0.078,,
-0.0674,0.092,,
-0.067379994,0.084,,
-0.06736,0.078,,
-0.06734,0.102,,
-0.067319994,0.098,,
-0.0673,0.118,,
-0.06728,0.104,,
-0.06726,0.118,,
-0.06724,0.116,,
-0.067219994,0.112,,
-0.0672,0.124,,
-0.06718,0.12,,
-0.067159994,0.13,,
-0.06714,0.122,,
-0.06712,0.136,,
-0.067099994,0.14,,
-0.06708,0.136,,
-0.06706,0.15,,
-0.067039994,0.144,,
-0.06702,0.154,,
-0.067,0.146,,
-0.066979994,0.148,,
-0.06696,0.152,,
-0.066939994,0.144,,
-0.06692,0.152,,
-0.0669,0.15,,
-0.066879994,0.15,,
-0.06686,0.156,,
-0.06684,0.154,,
-0.066819994,0.154,,
-0.0668,0.154,,
-0.06678,0.14,,
-0.066759994,0.154,,
-0.06674,0.15,,
-0.06672,0.15,,
-0.066699994,0.148,,
-0.06668,0.152,,
-0.06666,0.168,,
-0.06664,0.148,,
-0.06662,0.152,,
-0.066599994,0.156,,
-0.06658,0.152,,
-0.06656,0.158,,
-0.066539994,0.144,,
-0.06652,0.146,,
-0.0665,0.142,,
-0.066479994,0.144,,
-0.06646,0.14,,
-0.06644,0.136,,
-0.066419994,0.14,,
-0.0664,0.128,,
-0.06638,0.132,,
-0.066359994,0.138,,
-0.06634,0.128,,
-0.066319994,0.148,,
-0.0663,0.128,,
-0.06628,0.14,,
-0.066259994,0.152,,
-0.06624,0.124,,
-0.06622,0.14,,
-0.066199994,0.13,,
-0.06618,0.144,,
-0.06616,0.208,,
-0.066139994,0.088,,
-0.06612,0.16,,
-0.0661,0.102,,
-0.066079994,0.096,,
-0.06606,0.074,,
-0.06604,0.088,,
-0.06602,0.1,,
-0.066,0.076,,
-0.065979994,0.094,,
-0.06596,0.082,,
-0.06594,0.088,,
-0.065919994,0.08,,
-0.0659,0.074,,
-0.06588,0.092,,
-0.065859994,0.078,,
-0.06584,0.08,,
-0.06582,0.026,,
-0.065799994,0.006,,
-0.06578,0.004,,
-0.06576,0,,
-0.065739994,0.02,,
-0.06572,0.01,,
-0.0657,0.008,,
-0.06568,0.028,,
-0.06566,0.016,,
-0.065639994,0.038,,
-0.06562,0.046,,
-0.0656,0.05,,
-0.065579994,0.072,,
-0.06556,0.06,,
-0.06554,0.092,,
-0.065519994,0.082,,
-0.0655,0.086,,
-0.06548,0.11,,
-0.065459994,0.1,,
-0.06544,0.124,,
-0.06542,0.102,,
-0.0654,0.124,,
-0.06538,0.128,,
-0.065359994,0.114,,
-0.06534,0.144,,
-0.06532,0.12,,
-0.065299994,0.138,,
-0.06528,0.13,,
-0.06526,0.124,,
-0.065239994,0.148,,
-0.06522,0.114,,
-0.0652,0.124,,
-0.065179994,0.118,,
-0.06516,0.096,,
-0.06514,0.092,,
-0.065119994,0.064,,
-0.0651,0.078,,
-0.06508,0.046,,
-0.06506,0.044,,
-0.06504,0.06,,
-0.065019994,0.054,,
-0.065,0.1,,
-0.06498,0.102,,
-0.064959994,0.146,,
-0.06494,0.17,,
-0.06492,0.162,,
-0.064899994,0.206,,
-0.06488,0.18,,
-0.06486,0.192,,
-0.064839994,0.16,,
-0.06482,0.158,,
-0.0648,0.164,,
-0.064779994,0.126,,
-0.06476,0.132,,
-0.064739994,0.116,,
-0.06472,0.106,,
-0.0647,0.106,,
-0.064679994,0.09,,
-0.06466,0.106,,
-0.06464,0.106,,
-0.064619994,0.104,,
-0.0646,0.118,,
-0.06458,0.118,,
-0.064559994,0.142,,
-0.06454,0.146,,
-0.06452,0.142,,
-0.064499994,0.146,,
-0.06448,0.146,,
-0.06446,0.166,,
-0.06444,0.144,,
-0.06442,0.16,,
-0.064399994,0.164,,
-0.06438,0.152,,
-0.06436,0.17,,
-0.064339994,0.15,,
-0.06432,0.166,,
-0.0643,0.164,,
-0.064279994,0.152,,
-0.06426,0.168,,
-0.06424,0.156,,
-0.064219994,0.162,,
-0.0642,0.152,,
-0.06418,0.166,,
-0.064159994,0.172,,
-0.06414,0.16,,
-0.06412,0.168,,
-0.0641,0.162,,
-0.06408,0.174,,
-0.064059994,0.17,,
-0.06404,0.156,,
-0.06402,0.174,,
-0.063999994,0.168,,
-0.06398,0.172,,
-0.06396,0.174,,
-0.063939994,0.168,,
-0.06392,0.176,,
-0.0639,0.164,,
-0.063879994,0.168,,
-0.06386,0.158,,
-0.06384,0.154,,
-0.06382,0.168,,
-0.0638,0.152,,
-0.063779994,0.16,,
-0.06376,0.144,,
-0.06374,0.15,,
-0.063719994,0.152,,
-0.0637,0.14,,
-0.06368,0.148,,
-0.063659994,0.136,,
-0.06364,0.134,,
-0.06362,0.13,,
-0.063599994,0.132,,
-0.06358,0.128,,
-0.06356,0.126,,
-0.063539994,0.13,,
-0.06352,0.132,,
-0.0635,0.126,,
-0.06348,0.124,,
-0.06346,0.136,,
-0.063439994,0.128,,
-0.06342,0.13,,
-0.0634,0.112,,
-0.063379994,0.124,,
-0.06336,0.116,,
-0.06334,0.12,,
-0.063319994,0.128,,
-0.0633,0.114,,
-0.06328,0.122,,
-0.063259994,0.106,,
-0.06324,0.116,,
-0.06322,0.102,,
-0.0632,0.094,,
-0.06318,0.106,,
-0.063159994,0.094,,
-0.06314,0.1,,
-0.06312,0.086,,
-0.063099994,0.1,,
-0.06308,0.108,,
-0.06306,0.086,,
-0.063039994,0.092,,
-0.06302,0.086,,
-0.063,0.098,,
-0.062979994,0.088,,
-0.06296,0.09,,
-0.06294,0.092,,
-0.062919994,0.084,,
-0.0629,0.092,,
-0.06288,0.094,,
-0.06286,0.098,,
-0.06284,0.082,,
-0.062819994,0.086,,
-0.0628,0.082,,
-0.06278,0.082,,
-0.062759994,0.076,,
-0.06274,0.076,,
-0.06272,0.08,,
-0.062699994,0.06,,
-0.06268,0.06,,
-0.06266,0.05,,
-0.062639994,0.058,,
-0.06262,0.054,,
-0.0626,0.054,,
-0.06258,0.052,,
-0.06256,0.048,,
-0.062539994,0.052,,
-0.06252,0.056,,
-0.0625,0.058,,
-0.06248,0.05,,
-0.06246,0.056,,
-0.062439994,0.054,,
-0.06242,0.036,,
-0.0624,0.044,,
-0.06238,0.026,,
-0.06236,0.036,,
-0.06234,0.012,,
-0.06232,0.012,,
-0.062299994,0.02,,
-0.06228,0.01,,
-0.06226,0.02,,
-0.06224,0.02,,
-0.06222,0.032,,
-0.0622,0.022,,
-0.06218,0.028,,
-0.06216,0.038,,
-0.06214,0.03,,
-0.06212,0.026,,
-0.0621,0.01,,
-0.06208,0.018,,
-0.06206,0.02,,
-0.06204,0.016,,
-0.06202,0.018,,
-0.062,0.014,,
-0.06198,0.016,,
-0.061959994,0.014,,
-0.06194,0.024,,
-0.06192,0.018,,
-0.0619,0.014,,
-0.06188,0.016,,
-0.06186,0.02,,
-0.06184,0.032,,
-0.061819994,0.022,,
-0.0618,0.022,,
-0.06178,0.014,,
-0.06176,0.016,,
-0.06174,0.014,,
-0.06172,0.026,,
-0.0617,0.016,,
-0.06168,0.1,,
-0.06166,0.024,,
-0.06164,0.052,,
-0.06162,0.024,,
-0.0616,0.056,,
-0.06158,0.098,,
-0.06156,0.044,,
-0.06154,0.046,,
-0.06152,0.072,,
-0.0615,0.046,,
-0.06148,0.118,,
-0.06146,0.096,,
-0.06144,0.082,,
-0.06142,0.082,,
-0.0614,0.06,,
-0.06138,0.078,,
-0.06136,0.066,,
-0.061339994,0.066,,
-0.06132,0.072,,
-0.0613,0.062,,
-0.06128,0.074,,
-0.06126,0.064,,
-0.06124,0.072,,
-0.06122,0.082,,
-0.061199994,0.07,,
-0.06118,0.072,,
-0.06116,0.074,,
-0.06114,0.076,,
-0.06112,0.078,,
-0.0611,0.064,,
-0.06108,0.074,,
-0.06106,0.068,,
-0.06104,0.07,,
-0.06102,0.08,,
-0.061,0.074,,
-0.06098,0.08,,
-0.06096,0.064,,
-0.06094,0.072,,
-0.06092,0.072,,
-0.0609,0.064,,
-0.06088,0.072,,
-0.060859994,0.066,,
-0.06084,0.078,,
-0.06082,0.062,,
-0.0608,0.07,,
-0.06078,0.07,,
-0.06076,0.064,,
-0.06074,0.072,,
-0.060719994,0.06,,
-0.0607,0.054,,
-0.06068,0.078,,
-0.06066,0.058,,
-0.06064,0.07,,
-0.06062,0.066,,
-0.0606,0.064,,
-0.06058,0.074,,
-0.06056,0.06,,
-0.06054,0.072,,
-0.06052,0.072,,
-0.0605,0.076,,
-0.06048,0.066,,
-0.06046,0.064,,
-0.06044,0.082,,
-0.06042,0.062,,
-0.0604,0.076,,
-0.06038,0.064,,
-0.06036,0.072,,
-0.06034,0.074,,
-0.06032,0.056,,
-0.0603,0.07,,
-0.06028,0.07,,
-0.06026,0.07,,
-0.060239994,0.056,,
-0.06022,0.07,,
-0.0602,0.064,,
-0.06018,0.054,,
-0.06016,0.07,,
-0.06014,0.054,,
-0.06012,0.068,,
-0.060099994,0.058,,
-0.06008,0.054,,
-0.06006,0.07,,
-0.06004,0.058,,
-0.06002,0.058,,
-0.06,0.056,,
-0.05998,0.056,,
-0.05996,0.07,,
-0.05994,0.058,,
-0.05992,0.07,,
-0.0599,0.058,,
-0.05988,0.054,,
-0.05986,0.076,,
-0.05984,0.048,,
-0.05982,0.074,,
-0.0598,0.058,,
-0.05978,0.056,,
-0.059759994,0.076,,
-0.05974,0.044,,
-0.05972,0.074,,
-0.0597,0.058,,
-0.05968,0.052,,
-0.05966,0.072,,
-0.05964,0.054,,
-0.059619994,0.08,,
-0.0596,0.046,,
-0.05958,0.066,,
-0.05956,0.076,,
-0.05954,0.048,,
-0.05952,0.076,,
-0.0595,0.06,,
-0.05948,0.07,,
-0.05946,0.064,,
-0.05944,0.046,,
-0.05942,0.07,,
-0.0594,0.04,,
-0.05938,0.052,,
-0.05936,0.05,,
-0.05934,0.044,,
-0.05932,0.058,,
-0.0593,0.036,,
-0.05928,0.07,,
-0.05926,0.048,,
-0.05924,0.042,,
-0.05922,0.07,,
-0.0592,0.04,,
-0.05918,0.072,,
-0.05916,0.038,,
-0.059139994,0.06,,
-0.05912,0.068,,
-0.0591,0.034,,
-0.05908,0.068,,
-0.05906,0.048,,
-0.05904,0.06,,
-0.05902,0.052,,
-0.059,0.042,,
-0.05898,0.064,,
-0.05896,0.04,,
-0.05894,0.052,,
-0.05892,0.046,,
-0.0589,0.048,,
-0.05888,0.052,,
-0.05886,0.034,,
-0.05884,0.056,,
-0.05882,0.05,,
-0.0588,0.038,,
-0.05878,0.056,,
-0.05876,0.034,,
-0.05874,0.054,,
-0.05872,0.062,,
-0.0587,0.036,,
-0.05868,0.052,,
-0.058659994,0.042,,
-0.05864,0.054,,
-0.05862,0.04,,
-0.0586,0.036,,
-0.05858,0.05,,
-0.05856,0.034,,
-0.05854,0.048,,
-0.058519994,0.03,,
-0.0585,0.05,,
-0.05848,0.044,,
-0.05846,0.032,,
-0.05844,0.05,,
-0.05842,0.036,,
-0.0584,0.046,,
-0.05838,0.044,,
-0.05836,0.032,,
-0.05834,0.048,,
-0.05832,0.044,,
-0.0583,0.046,,
-0.05828,0.048,,
-0.05826,0.05,,
-0.05824,0.052,,
-0.05822,0.04,,
-0.0582,0.056,,
-0.05818,0.048,,
-0.05816,0.05,,
-0.05814,0.06,,
-0.05812,0.054,,
-0.0581,-0.188,,
-0.05808,0.038,,
-0.05806,0.02,,
-0.058039994,0.02,,
-0.05802,0.008,,
-0.058,0.016,,
-0.05798,0,,
-0.05796,0.002,,
-0.05794,0.002,,
-0.05792,0.008,,
-0.0579,0.006,,
-0.05788,0,,
-0.05786,0.008,,
-0.05784,0.01,,
-0.05782,0.002,,
-0.0578,0.004,,
-0.05778,0.002,,
-0.05776,-0.004,,
-0.05774,0.006,,
-0.05772,0,,
-0.0577,0.008,,
-0.05768,0.002,,
-0.05766,0.006,,
-0.05764,0.018,,
-0.05762,0.008,,
-0.0576,0.006,,
-0.05758,-0.006,,
-0.057559994,0.01,,
-0.05754,-0.002,,
-0.05752,-0.008,,
-0.0575,0.012,,
-0.05748,-0.006,,
-0.05746,0.024,,
-0.05744,0,,
-0.057419994,0.014,,
-0.0574,0.006,,
-0.05738,-0.002,,
-0.05736,0.016,,
-0.05734,0.002,,
-0.05732,0.01,,
-0.0573,0.012,,
-0.05728,0.006,,
-0.05726,0.02,,
-0.05724,-0.004,,
-0.05722,0.014,,
-0.0572,0.002,,
-0.05718,0.018,,
-0.05716,0.002,,
-0.05714,0.002,,
-0.05712,-0.006,,
-0.0571,0.002,,
-0.05708,0.008,,
-0.05706,0.01,,
-0.05704,0.008,,
-0.05702,0.012,,
-0.057,0.014,,
-0.05698,-0.002,,
-0.05696,0.002,,
-0.056939994,-0.006,,
-0.05692,0.01,,
-0.0569,-0.004,,
-0.05688,-0.004,,
-0.05686,0.012,,
-0.05684,-0.002,,
-0.05682,0.02,,
-0.0568,0,,
-0.05678,0.02,,
-0.05676,0.014,,
-0.05674,0.006,,
-0.05672,0.014,,
-0.0567,-0.002,,
-0.05668,0,,
-0.05666,-0.016,,
-0.05664,0.018,,
-0.05662,0.022,,
-0.0566,-0.018,,
-0.05658,0.016,,
-0.05656,-0.018,,
-0.05654,0.036,,
-0.05652,-0.018,,
-0.0565,-0.006,,
-0.05648,0.026,,
-0.056459994,-0.006,,
-0.05644,0.012,,
-0.05642,0.006,,
-0.0564,0.02,,
-0.05638,0.002,,
-0.05636,0.004,,
-0.05634,0.01,,
-0.05632,0.002,,
-0.0563,-0.006,,
-0.05628,-0.002,,
-0.05626,0.008,,
-0.05624,0.016,,
-0.05622,0.002,,
-0.0562,0.002,,
-0.05618,0.012,,
-0.05616,0,,
-0.05614,0.006,,
-0.05612,0.004,,
-0.0561,-0.014,,
-0.05608,0.006,,
-0.05606,-0.004,,
-0.05604,0.016,,
-0.05602,-0.004,,
-0.056,0.014,,
-0.05598,0.016,,
-0.05596,-0.006,,
-0.05594,0.008,,
-0.05592,-0.022,,
-0.0559,0.022,,
-0.05588,-0.018,,
-0.05586,0,,
-0.055839994,0.024,,
-0.05582,-0.01,,
-0.0558,0.02,,
-0.05578,-0.012,,
-0.05576,0.024,,
-0.05574,-0.002,,
-0.05572,-0.01,,
-0.0557,0.014,,
-0.05568,-0.004,,
-0.05566,0.018,,
-0.05564,-0.014,,
-0.05562,0.018,,
-0.0556,0.008,,
-0.05558,-0.012,,
-0.05556,0.016,,
-0.05554,0,,
-0.05552,0.002,,
-0.0555,-0.004,,
-0.05548,0,,
-0.05546,0,,
-0.05544,-0.002,,
-0.05542,0.002,,
-0.0554,0.01,,
-0.05538,0.004,,
-0.055359994,0.008,,
-0.05534,0.012,,
-0.05532,0.012,,
-0.0553,0.006,,
-0.05528,-0.016,,
-0.05526,0.01,,
-0.05524,-0.002,,
-0.05522,0.006,,
-0.0552,0.014,,
-0.05518,0.002,,
-0.05516,0.018,,
-0.05514,0,,
-0.05512,0.01,,
-0.0551,0.006,,
-0.05508,0,,
-0.05506,0.012,,
-0.05504,0,,
-0.05502,0.01,,
-0.055,0,,
-0.05498,0.002,,
-0.05496,0.002,,
-0.05494,-0.006,,
-0.05492,0.014,,
-0.0549,0.002,,
-0.05488,-0.008,,
-0.05486,0.008,,
-0.05484,-0.008,,
-0.05482,0.008,,
-0.0548,-0.008,,
-0.05478,0.004,,
-0.05476,0.012,,
-0.054739994,-0.004,,
-0.05472,0.004,,
-0.0547,-0.006,,
-0.05468,0.028,,
-0.05466,0.002,,
-0.05464,-0.008,,
-0.05462,0.016,,
-0.0546,-0.002,,
-0.05458,0.022,,
-0.05456,-0.002,,
-0.05454,0,,
-0.05452,0.026,,
-0.0545,-0.002,,
-0.05448,0.008,,
-0.05446,0.008,,
-0.05444,0.002,,
-0.05442,0.008,,
-0.0544,-0.006,,
-0.05438,0.008,,
-0.05436,-0.002,,
-0.05434,-0.002,,
-0.05432,0.01,,
-0.0543,-0.012,,
-0.05428,0.016,,
-0.054259994,-0.004,,
-0.05424,-0.002,,
-0.05422,0.012,,
-0.0542,-0.014,,
-0.05418,0.024,,
-0.05416,-0.012,,
-0.05414,0.008,,
-0.05412,0.022,,
-0.0541,-0.01,,
-0.05408,0.012,,
-0.05406,-0.01,,
-0.05404,0.022,,
-0.05402,0.002,,
-0.054,-0.002,,
-0.05398,0.024,,
-0.05396,-0.002,,
-0.05394,0.01,,
-0.05392,0,,
-0.0539,-0.002,,
-0.05388,0.02,,
-0.05386,-0.014,,
-0.05384,0.018,,
-0.05382,0.004,,
-0.0538,-0.002,,
-0.05378,0.016,,
-0.05376,-0.004,,
-0.05374,0.026,,
-0.05372,0,,
-0.0537,0.006,,
-0.05368,0.02,,
-0.05366,-0.008,,
-0.053639994,0.014,,
-0.05362,0,,
-0.0536,0.012,,
-0.05358,0.008,,
-0.05356,-0.006,,
-0.05354,0.024,,
-0.05352,-0.002,,
-0.0535,0.004,,
-0.05348,0.01,,
-0.05346,0,,
-0.05344,0.014,,
-0.05342,-0.002,,
-0.0534,0.016,,
-0.05338,0.006,,
-0.05336,0,,
-0.05334,0.02,,
-0.05332,-0.002,,
-0.0533,0.012,,
-0.05328,0.004,,
-0.05326,0.004,,
-0.05324,0.016,,
-0.05322,-0.006,,
-0.0532,0.014,,
-0.05318,0.002,,
-0.053159994,0,,
-0.05314,0.014,,
-0.05312,0.002,,
-0.0531,0.016,,
-0.05308,0,,
-0.05306,0.012,,
-0.05304,0.016,,
-0.05302,0,,
-0.053,0.014,,
-0.05298,0,,
-0.05296,0.022,,
-0.05294,0.008,,
-0.05292,0.002,,
-0.0529,0.022,,
-0.05288,0.004,,
-0.05286,0.012,,
-0.05284,0.008,,
-0.05282,0.012,,
-0.0528,0.018,,
-0.05278,0.008,,
-0.05276,0.014,,
-0.05274,0.012,,
-0.05272,0.012,,
-0.0527,0.014,,
-0.05268,0.01,,
-0.05266,0.014,,
-0.05264,0.008,,
-0.05262,0.01,,
-0.0526,0.014,,
-0.05258,0.01,,
-0.05256,0.018,,
-0.05254,0.006,,
-0.05252,0.004,,
-0.0525,0.012,,
-0.05248,0.008,,
-0.05246,0.012,,
-0.05244,0.008,,
-0.052419997,0.014,,
-0.0524,0.014,,
-0.05238,0.012,,
-0.052359997,0.012,,
-0.052339997,0.016,,
-0.05232,0.02,,
-0.0523,0.008,,
-0.052279997,0.01,,
-0.05226,0.014,,
-0.05224,0.014,,
-0.052219997,0.02,,
-0.052199997,0.016,,
-0.05218,0.016,,
-0.05216,0.02,,
-0.052139997,0.014,,
-0.05212,0.02,,
-0.0521,0.016,,
-0.052079997,0.014,,
-0.052059997,0.018,,
-0.05204,0.02,,
-0.052019997,0.026,,
-0.051999997,0.016,,
-0.05198,0.026,,
-0.05196,0.028,,
-0.051939997,0.016,,
-0.05192,0.028,,
-0.0519,0.016,,
-0.051879997,0.03,,
-0.051859997,0.028,,
-0.05184,0.028,,
-0.05182,0.032,,
-0.051799997,0.032,,
-0.05178,0.038,,
-0.05176,0.04,,
-0.051739997,0.05,,
-0.051719997,0.042,,
-0.0517,0.046,,
-0.05168,0.05,,
-0.051659997,0.046,,
-0.05164,0.052,,
-0.05162,0.042,,
-0.051599997,0.052,,
-0.051579997,0.05,,
-0.05156,0.05,,
-0.05154,0.05,,
-0.051519997,0.054,,
-0.0515,0.05,,
-0.05148,0.052,,
-0.051459997,0.05,,
-0.05144,0.046,,
-0.05142,0.052,,
-0.051399997,0.054,,
-0.051379997,0.064,,
-0.05136,0.048,,
-0.05134,0.062,,
-0.051319997,0.064,,
-0.0513,0.05,,
-0.05128,0.062,,
-0.051259997,0.038,,
-0.051239997,0.058,,
-0.05122,0.032,,
-0.0512,0.03,,
-0.051179997,0.038,,
-0.05116,0.026,,
-0.05114,0.048,,
-0.051119997,0.046,,
-0.051099997,0.074,,
-0.05108,0.07,,
-0.05106,0.08,,
-0.051039997,0.112,,
-0.05102,0.108,,
-0.051,0.128,,
-0.050979997,0.104,,
-0.050959997,0.126,,
-0.05094,0.126,,
-0.050919997,0.102,,
-0.050899997,0.1,,
-0.05088,0.092,,
-0.05086,0.088,,
-0.050839997,0.086,,
-0.05082,0.084,,
-0.0508,0.08,,
-0.050779997,0.086,,
-0.050759997,0.09,,
-0.05074,0.096,,
-0.05072,0.096,,
-0.050699997,0.098,,
-0.05068,0.11,,
-0.05066,0.1,,
-0.050639997,0.108,,
-0.050619997,0.096,,
-0.0506,0.118,,
-0.05058,0.104,,
-0.050559997,0.11,,
-0.05054,0.132,,
-0.05052,0.112,,
-0.050499997,0.128,,
-0.050479997,0.118,,
-0.05046,0.144,,
-0.05044,0.134,,
-0.050419997,0.124,,
-0.0504,0.154,,
-0.05038,0.138,,
-0.050359997,0.154,,
-0.05034,0.136,,
-0.05032,0.164,,
-0.050299997,0.174,,
-0.050279997,0.144,,
-0.05026,0.158,,
-0.05024,0.142,,
-0.050219997,0.156,,
-0.0502,0.146,,
-0.05018,0.154,,
-0.050159997,0.154,,
-0.050139997,0.148,,
-0.05012,0.154,,
-0.0501,0.158,,
-0.050079997,0.16,,
-0.05006,0.148,,
-0.05004,0.16,,
-0.050019997,0.154,,
-0.049999997,0.152,,
-0.04998,0.148,,
-0.04996,0.15,,
-0.049939997,0.15,,
-0.04992,0.146,,
-0.0499,0.154,,
-0.049879997,0.144,,
-0.049859997,0.16,,
-0.04984,0.144,,
-0.04982,0.148,,
-0.049799997,0.136,,
-0.04978,0.128,,
-0.04976,0.138,,
-0.049739997,0.132,,
-0.04972,0.146,,
-0.0497,0.132,,
-0.049679997,0.144,,
-0.049659997,0.142,,
-0.04964,0.134,,
-0.04962,0.144,,
-0.049599997,0.13,,
-0.04958,0.138,,
-0.04956,0.132,,
-0.049539997,0.128,,
-0.049519997,0.128,,
-0.0495,0.32,,
-0.04948,0.32,,
-0.049459997,0.194,,
-0.04944,0.096,,
-0.04942,0.07,,
-0.049399997,0.092,,
-0.049379997,0.094,,
-0.04936,0.084,,
-0.04934,0.086,,
-0.049319997,0.088,,
-0.0493,0.084,,
-0.04928,0.088,,
-0.049259997,0.082,,
-0.04924,0.084,,
-0.04922,0.088,,
-0.049199997,0.078,,
-0.049179997,0.082,,
-0.04916,0.032,,
-0.04914,0.01,,
-0.049119997,0,,
-0.0491,0.004,,
-0.04908,0.014,,
-0.049059997,0.006,,
-0.049039997,0.016,,
-0.04902,0.012,,
-0.049,0.03,,
-0.048979997,0.036,,
-0.04896,0.034,,
-0.04894,0.05,,
-0.048919997,0.062,,
-0.048899997,0.066,,
-0.04888,0.08,,
-0.04886,0.084,,
-0.048839997,0.1,,
-0.04882,0.102,,
-0.0488,0.1,,
-0.048779997,0.112,,
-0.04876,0.116,,
-0.04874,0.132,,
-0.04872,0.116,,
-0.048699997,0.128,,
-0.04868,0.134,,
-0.04866,0.124,,
-0.048639997,0.148,,
-0.04862,0.118,,
-0.0486,0.144,,
-0.048579997,0.132,,
-0.048559997,0.11,,
-0.04854,0.134,,
-0.04852,0.108,,
-0.048499997,0.112,,
-0.04848,0.084,,
-0.04846,0.076,,
-0.048439997,0.074,,
-0.048419997,0.042,,
-0.0484,0.056,,
-0.04838,0.044,,
-0.048359997,0.066,,
-0.04834,0.076,,
-0.04832,0.09,,
-0.048299997,0.152,,
-0.048279997,0.15,,
-0.04826,0.178,,
-0.04824,0.186,,
-0.048219997,0.18,,
-0.0482,0.19,,
-0.04818,0.158,,
-0.048159997,0.174,,
-0.04814,0.156,,
-0.04812,0.136,,
-0.048099997,0.146,,
-0.048079997,0.11,,
-0.04806,0.116,,
-0.04804,0.106,,
-0.048019997,0.098,,
-0.048,0.118,,
-0.04798,0.086,,
-0.047959997,0.12,,
-0.047939997,0.112,,
-0.04792,0.118,,
-0.0479,0.14,,
-0.047879997,0.128,,
-0.04786,0.16,,
-0.04784,0.134,,
-0.047819997,0.154,,
-0.047799997,0.162,,
-0.04778,0.14,,
-0.04776,0.164,,
-0.047739997,0.146,,
-0.04772,0.17,,
-0.0477,0.16,,
-0.047679997,0.148,,
-0.04766,0.176,,
-0.04764,0.144,,
-0.04762,0.166,,
-0.047599997,0.164,,
-0.04758,0.152,,
-0.04756,0.17,,
-0.047539997,0.144,,
-0.04752,0.176,,
-0.0475,0.158,,
-0.047479997,0.15,,
-0.047459997,0.176,,
-0.04744,0.158,,
-0.04742,0.186,,
-0.047399997,0.152,,
-0.04738,0.174,,
-0.04736,0.18,,
-0.047339997,0.152,,
-0.047319997,0.18,,
-0.0473,0.166,,
-0.04728,0.176,,
-0.047259997,0.166,,
-0.04724,0.158,,
-0.04722,0.178,,
-0.047199997,0.148,,
-0.047179997,0.16,,
-0.04716,0.15,,
-0.04714,0.158,,
-0.047119997,0.158,,
-0.0471,0.144,,
-0.04708,0.16,,
-0.047059997,0.148,,
-0.04704,0.144,,
-0.04702,0.15,,
-0.046999997,0.134,,
-0.046979997,0.144,,
-0.04696,0.138,,
-0.04694,0.128,,
-0.046919997,0.14,,
-0.0469,0.132,,
-0.04688,0.14,,
-0.046859997,0.122,,
-0.046839997,0.118,,
-0.04682,0.13,,
-0.0468,0.12,,
-0.046779997,0.126,,
-0.04676,0.114,,
-0.04674,0.128,,
-0.046719997,0.126,,
-0.046699997,0.116,,
-0.04668,0.128,,
-0.04666,0.116,,
-0.046639997,0.122,,
-0.04662,0.112,,
-0.0466,0.106,,
-0.046579997,0.112,,
-0.04656,0.104,,
-0.04654,0.11,,
-0.04652,0.106,,
-0.046499997,0.098,,
-0.04648,0.096,,
-0.04646,0.09,,
-0.046439997,0.1,,
-0.04642,0.096,,
-0.0464,0.09,,
-0.046379997,0.094,,
-0.046359997,0.09,,
-0.04634,0.102,,
-0.04632,0.092,,
-0.046299997,0.096,,
-0.04628,0.09,,
-0.04626,0.088,,
-0.046239997,0.09,,
-0.046219997,0.082,,
-0.0462,0.088,,
-0.04618,0.086,,
-0.046159997,0.09,,
-0.04614,0.086,,
-0.04612,0.078,,
-0.046099997,0.082,,
-0.04608,0.076,,
-0.04606,0.084,,
-0.04604,0.06,,
-0.046019997,0.05,,
-0.046,0.058,,
-0.04598,0.054,,
-0.045959997,0.054,,
-0.04594,0.058,,
-0.04592,0.056,,
-0.045899997,0.054,,
-0.045879997,0.052,,
-0.04586,0.052,,
-0.04584,0.05,,
-0.045819997,0.048,,
-0.0458,0.05,,
-0.04578,0.044,,
-0.045759997,0.038,,
-0.045739997,0.04,,
-0.04572,0.03,,
-0.0457,0.034,,
-0.045679997,0.016,,
-0.04566,0.02,,
-0.04564,0.018,,
-0.045619997,0.006,,
-0.045599997,0.02,,
-0.04558,0.014,,
-0.04556,0.024,,
-0.045539997,0.018,,
-0.04552,0.03,,
-0.0455,0.038,,
-0.045479997,0.022,,
-0.04546,0.034,,
-0.04544,0.018,,
-0.04542,0.03,,
-0.045399997,0.012,,
-0.04538,0.006,,
-0.04536,0.024,,
-0.045339997,0.01,,
-0.04532,0.022,,
-0.0453,0.01,,
-0.045279997,0.028,,
-0.045259997,0.016,,
-0.04524,0.016,,
-0.04522,0.022,,
-0.045199997,0.016,,
-0.04518,0.026,,
-0.04516,0.018,,
-0.045139997,0.022,,
-0.045119997,0.1,,
-0.0451,0.018,,
-0.04508,0.046,,
-0.045059997,0.028,,
-0.04504,0.08,,
-0.04502,0.022,,
-0.044999997,0.038,,
-0.04498,0.05,,
-0.04496,0.052,,
-0.04494,0.096,,
-0.044919997,0.09,,
-0.0449,0.072,,
-0.04488,0.078,,
-0.044859997,0.092,,
-0.04484,0.066,,
-0.04482,0.078,,
-0.044799997,0.064,,
-0.044779997,0.078,,
