Source,CH3,,
Second,Volt,,
0.06978,0.128,,
0.0698,0.122,,
0.06982,0.132,,
0.06984,0.124,,
0.069859994,0.126,,
0.06988,0.13,,
0.0699,0.12,,
0.069919994,0.132,,
0.06994,0.12,,
0.06996,0.122,,
0.069979994,0.12,,
0.07,0.118,,
0.07002,0.122,,
0.070039994,0.116,,
0.07006,0.112,,
0.07008,0.104,,
0.070099994,0.096,,
0.07012,0.104,,
0.070139994,0.098,,
0.07016,0.09,,
0.07018,0.096,,
0.070199994,0.092,,
0.07022,0.108,,
0.07024,0.094,,
0.070259994,0.1,,
0.07028,0.102,,
0.0703,0.09,,
0.070319994,0.104,,
0.07034,0.092,,
0.07036,0.1,,
0.070379994,0.088,,
0.0704,0.1,,
0.07042,0.1,,
0.07044,0.088,,
0.07046,0.092,,
0.070479994,0.09,,
0.0705,0.1,,
0.07052,0.084,,
0.070539994,0.076,,
0.07056,0.088,,
0.07058,0.08,,
0.070599994,0.09,,
0.07062,0.08,,
0.07064,0.088,,
0.070659994,0.082,,
0.07068,0.066,,
0.0707,0.064,,
0.070719994,0.05,,
0.07074,0.05,,
0.070759994,0.046,,
0.07078,0.054,,
0.0708,0.054,,
0.070819994,0.05,,
0.07084,0.056,,
0.07086,0.058,,
0.070879994,0.05,,
0.0709,0.044,,
0.07092,0.036,,
0.070939994,0.02,,
0.07096,0.026,,
0.07098,0.008,,
0.070999994,0.018,,
0.07102,0.01,,
0.07104,0.024,,
0.07106,0.03,,
0.07108,0.024,,
0.071099994,0.034,,
0.07112,0.028,,
0.07114,0.042,,
0.071159994,0.03,,
0.07118,0.016,,
0.0712,0.034,,
0.071219994,0.016,,
0.07124,0.02,,
0.07126,0.006,,
0.071279994,0.018,,
0.0713,0.012,,
0.07132,0.012,,
0.071339994,0.018,,
0.07136,0.014,,
0.071379994,0.014,,
0.0714,0.008,,
0.07142,0.018,,
0.071439994,0.02,,
0.07146,0.012,,
0.07148,0.016,,
0.071499994,0.018,,
0.07152,0.024,,
0.07154,0.016,,
0.071559994,0.014,,
0.07158,0.018,,
0.0716,0.012,,
0.071619994,0.012,,
0.07164,0.018,,
0.07166,0.024,,
0.07168,0.016,,
0.0717,0.024,,
0.071719994,0.03,,
0.07174,0.016,,
0.07176,0.016,,
0.071779994,0.016,,
0.0718,0.022,,
0.07182,0.026,,
0.071839994,0.038,,
0.07186,0.01,,
0.07188,0.056,,
0.071899994,0.01,,
0.07192,0.072,,
0.07194,0.022,,
0.071959994,0.046,,
0.07198,0.026,,
0.072,0.05,,
0.07202,0.062,,
0.07204,0.014,,
0.072059994,0.112,,
0.07208,0.09,,
0.0721,0.07,,
0.072119994,0.076,,
0.07214,0.07,,
0.07216,0.086,,
0.072179994,0.066,,
0.0722,0.074,,
0.07222,0.066,,
0.072239994,0.07,,
0.07226,0.072,,
0.07228,0.074,,
0.072299994,0.084,,
0.07232,0.07,,
0.072339994,0.076,,
0.07236,0.076,,
0.07238,0.068,,
0.072399994,0.062,,
0.07242,0.068,,
0.07244,0.072,,
0.072459994,0.062,,
0.07248,0.064,,
0.0725,0.074,,
0.072519994,0.078,,
0.07254,0.072,,
0.07256,0.074,,
0.072579994,0.056,,
0.0726,0.066,,
0.07262,0.07,,
0.07264,0.062,,
0.07266,0.072,,
0.072679994,0.062,,
0.0727,0.072,,
0.07272,0.072,,
0.072739994,0.068,,
0.07276,0.074,,
0.07278,0.06,,
0.072799994,0.076,,
0.07282,0.066,,
0.07284,0.068,,
0.072859994,0.074,,
0.07288,0.064,,
0.0729,0.08,,
0.072919994,0.074,,
0.07294,0.066,,
0.072959994,0.07,,
0.07298,0.068,,
0.073,0.074,,
0.073019994,0.064,,
0.07304,0.066,,
0.07306,0.064,,
0.073079994,0.066,,
0.0731,0.068,,
0.07312,0.046,,
0.073139994,0.074,,
0.07316,0.068,,
0.07318,0.05,,
0.073199994,0.072,,
0.07322,0.05,,
0.07324,0.07,,
0.07326,0.054,,
0.07328,0.056,,
0.073299994,0.068,,
0.07332,0.052,,
0.07334,0.068,,
0.073359994,0.054,,
0.07338,0.068,,
0.0734,0.064,,
0.073419994,0.046,,
0.07344,0.076,,
0.07346,0.058,,
0.073479994,0.062,,
0.0735,0.068,,
0.07352,0.042,,
0.073539994,0.078,,
0.07356,0.066,,
0.073579994,0.056,,
0.0736,0.072,,
0.07362,0.054,,
0.073639994,0.074,,
0.07366,0.052,,
0.07368,0.058,,
0.073699994,0.07,,
0.07372,0.054,,
0.07374,0.082,,
0.073759994,0.042,,
0.07378,0.076,,
0.0738,0.062,,
0.073819994,0.046,,
0.07384,0.074,,
0.07386,0.044,,
0.073879994,0.062,,
0.0739,0.042,,
0.073919994,0.04,,
0.07394,0.072,,
0.07396,0.034,,
0.073979994,0.056,,
0.074,0.038,,
0.07402,0.06,,
0.074039994,0.054,,
0.07406,0.042,,
0.07408,0.076,,
0.074099994,0.05,,
0.07412,0.056,,
0.07414,0.058,,
0.074159994,0.048,,
0.07418,0.068,,
0.0742,0.042,,
0.07422,0.064,,
0.07424,0.058,,
0.074259994,0.046,,
0.07428,0.066,,
0.0743,0.044,,
0.074319994,0.064,,
0.07434,0.046,,
0.07436,0.046,,
0.074379994,0.064,,
0.0744,0.036,,
0.07442,0.054,,
0.074439994,0.046,,
0.07446,0.046,,
0.07448,0.054,,
0.074499994,0.036,,
0.07452,0.06,,
0.074539994,0.042,,
0.07456,0.042,,
0.07458,0.048,,
0.074599994,0.042,,
0.07462,0.05,,
0.07464,0.042,,
0.074659994,0.048,,
0.07468,0.046,,
0.0747,0.044,,
0.074719994,0.054,,
0.07474,0.042,,
0.07476,0.052,,
0.074779994,0.048,,
0.0748,0.044,,
0.07482,0.052,,
0.07484,0.04,,
0.07486,0.056,,
0.074879994,0.048,,
0.0749,0.04,,
0.07492,0.058,,
0.074939994,0.05,,
0.07496,0.064,,
0.07498,-0.012,,
0.074999994,0.02,,
0.07502,-0.006,,
0.07504,0.026,,
0.075059994,-0.002,,
0.07508,-0.012,,
0.0751,0.004,,
0.075119994,-0.014,,
0.07514,0.032,,
0.075159994,0.01,,
0.07518,-0.016,,
0.0752,0.32,,
0.075219994,0.32,,
0.07524,0.116,,
0.07526,0.024,,
0.075279994,-0.008,,
0.0753,0.006,,
0.07532,0.006,,
0.075339994,0.004,,
0.07536,0.012,,
0.07538,-0.002,,
0.075399994,0.02,,
0.07542,0.006,,
0.07544,0.002,,
0.075459994,0.014,,
0.07548,-0.002,,
0.075499994,0.012,,
0.07552,0,,
0.07554,-0.004,,
0.075559994,0.006,,
0.07558,0,,
0.0756,-0.002,,
0.075619994,-0.006,,
0.07564,0.01,,
0.07566,0.012,,
0.075679994,0.008,,
0.0757,0.006,,
0.07572,0.006,,
0.075739994,0.012,,
0.07576,0.006,,
0.075779994,-0.002,,
0.0758,0.01,,
0.07582,0,,
0.075839994,0.008,,
0.07586,0.01,,
0.07588,0,,
0.075899994,0.014,,
0.07592,-0.002,,
0.07594,0.012,,
0.075959994,0,,
0.07598,-0.008,,
0.076,0.026,,
0.076019994,0.002,,
0.07604,0.02,,
0.07606,0,,
0.076079994,0.012,,
0.0761,0.01,,
0.076119994,-0.004,,
0.07614,0.012,,
0.07616,-0.004,,
0.076179994,0.004,,
0.0762,-0.006,,
0.07622,0.02,,
0.076239994,0.008,,
0.07626,0.006,,
0.07628,0.008,,
0.076299994,0.008,,
0.07632,0.01,,
0.07634,0,,
0.076359994,0.006,,
0.07638,0.006,,
0.0764,0.008,,
0.07642,0.002,,
0.07644,-0.002,,
0.076459994,0.002,,
0.07648,0.008,,
0.0765,0.016,,
0.076519994,0.006,,
0.07654,0.02,,
0.07656,0.008,,
0.076579994,0.014,,
0.0766,-0.004,,
0.07662,-0.012,,
0.076639994,0.008,,
0.07666,0.002,,
0.07668,0.014,,
0.076699994,0.016,,
0.07672,0.004,,
0.076739994,0.014,,
0.07676,-0.02,,
0.07678,0.014,,
0.076799994,-0.012,,
0.07682,0.028,,
0.07684,-0.016,,
0.076859994,0.008,,
0.07688,0.024,,
0.0769,-0.006,,
0.076919994,0.012,,
0.07694,-0.002,,
0.07696,0.028,,
0.076979994,-0.004,,
0.077,-0.012,,
0.07702,0.016,,
0.07704,-0.006,,
0.07706,0.022,,
0.077079994,-0.016,,
0.0771,0.026,,
0.07712,0.012,,
0.077139994,-0.002,,
0.07716,0.016,,
0.07718,0.004,,
0.077199994,0.002,,
0.07722,-0.008,,
0.07724,0.012,,
0.077259994,0.014,,
0.07728,-0.004,,
0.0773,0.006,,
0.077319994,0.01,,
0.07734,0.022,,
0.077359994,0.004,,
0.07738,0.006,,
0.0774,-0.008,,
0.077419994,0.008,,
0.07744,-0.01,,
0.07746,0.022,,
0.077479994,-0.008,,
0.0775,0.002,,
0.07752,0.016,,
0.077539994,-0.008,,
0.07756,0.012,,
0.07758,-0.016,,
0.077599994,0.016,,
0.07762,-0.018,,
0.07764,-0.022,,
0.077659994,0.022,,
0.07768,-0.004,,
0.077699994,0.026,,
0.07772,-0.018,,
0.07774,0.026,,
0.077759994,0.012,,
0.07778,-0.014,,
0.0778,0.018,,
0.077819994,0,,
0.07784,0.014,,
0.07786,-0.016,,
0.077879994,0.012,,
0.0779,0.016,,
0.07792,-0.004,,
0.077939994,0.01,,
0.07796,0.006,,
0.077979994,0.02,,
0.078,0.002,,
0.07802,0.002,,
0.078039994,0.002,,
0.07806,0.008,,
0.07808,-0.004,,
0.078099994,0.01,,
0.07812,-0.002,,
0.07814,0.002,,
0.078159994,0.02,,
0.07818,0.008,,
0.0782,0.01,,
0.078219994,-0.012,,
0.07824,0.006,,
0.07826,-0.004,,
0.078279994,-0.01,,
0.0783,0.01,,
0.078319994,-0.002,,
0.07834,0.02,,
0.07836,-0.002,,
0.078379994,0.01,,
0.0784,0.006,,
0.07842,0,,
0.078439994,0.014,,
0.07846,-0.006,,
0.07848,0,,
0.078499994,-0.006,,
0.07852,0.004,,
0.07854,0.008,,
0.078559994,-0.006,,
0.07858,0.008,,
0.078599994,0.002,,
0.07862,0.004,,
0.07864,0.006,,
0.078659994,0.002,,
0.07868,0.018,,
0.0787,-0.002,,
0.078719994,0,,
0.07874,0.02,,
0.07876,0.004,,
0.078779994,0.02,,
0.0788,0.006,,
0.07882,0.008,,
0.078839994,0.01,,
0.07886,-0.012,,
0.07888,0.012,,
0.078899994,0.004,,
0.07892,-0.002,,
0.078939994,-0.004,,
0.07896,0.002,,
0.07898,0.018,,
0.078999994,-0.006,,
0.07902,0.01,,
0.07904,0.004,,
0.079059994,0,,
0.07908,0.01,,
0.0791,-0.01,,
0.079119994,0.002,,
0.07914,0.008,,
0.07916,-0.006,,
0.079179994,0.004,,
0.0792,-0.008,,
0.07922,0.01,,
0.079239994,0.01,,
0.07926,0.002,,
0.079279994,0.01,,
0.0793,0,,
0.07932,0.018,,
0.079339994,0,,
0.07936,0.002,,
0.07938,0.022,,
0.079399994,-0.008,,
0.07942,0.02,,
0.07944,-0.006,,
0.079459994,0.01,,
0.07948,0.012,,
0.0795,-0.014,,
0.079519994,0.02,,
0.07954,0.002,,
0.079559994,0.016,,
0.07958,0.004,,
0.0796,0.002,,
0.079619994,0.014,,
0.07964,-0.002,,
0.07966,0.008,,
0.079679994,0.008,,
0.0797,0,,
0.07972,0.014,,
0.079739994,-0.004,,
0.07976,0.01,,
0.07978,0.008,,
0.079799994,-0.002,,
0.07982,0.014,,
0.07984,-0.002,,
0.079859994,0.008,,
0.07988,0.004,,
0.079899994,0.008,,
0.07992,0.008,,
0.07994,-0.004,,
0.079959994,0.022,,
0.07998,0.002,,
0.08,0.008,,
0.080019994,0.012,,
0.08004,0.004,,
0.08006,0.014,,
0.080079994,-0.002,,
0.0801,0.012,,
0.08012,0.01,,
0.080139994,0.006,,
0.08016,0.022,,
0.080179994,-0.002,,
0.0802,0.018,,
0.08022,0.004,,
0.080239994,0.008,,
0.08026,0.02,,
0.08028,0,,
0.080299994,0.016,,
0.08032,0.008,,
0.08034,0.008,,
0.080359994,0.018,,
0.08038,0.004,,
0.0804,0.024,,
0.080419994,0.004,,
0.08044,0.008,,
0.08046,0.02,,
0.080479994,0.006,,
0.0805,0.016,,
0.080519994,0.004,,
0.08054,0.018,,
0.08056,0.008,,
0.080579994,0,,
0.0806,0.024,,
0.08062,0.01,,
0.080639994,0.02,,
0.08066,0.002,,
0.08068,0.012,,
0.080699994,0.018,,
0.08072,0.004,,
0.08074,0.016,,
0.080759994,0.014,,
0.08078,0.012,,
0.080799994,0.014,,
0.08082,0.006,,
0.08084,0.014,,
0.080859994,0.01,,
0.08088,0.014,,
0.0809,0.008,,
0.080919994,0.01,,
0.08094,0.018,,
0.08096,0.01,,
0.080979994,0.016,,
0.081,0.014,,
0.08102,0.006,,
0.081039994,0.02,,
0.08106,0.006,,
0.08108,0.022,,
0.081099994,0.024,,
0.08112,0.012,,
0.081139994,0.02,,
0.08116,0.014,,
0.08118,0.024,,
0.081199994,0.016,,
0.08122,0.014,,
0.08124,0.024,,
0.081259994,0.014,,
0.08128,0.02,,
0.0813,0.01,,
0.081319994,0.024,,
0.08134,0.032,,
0.08136,0.016,,
0.081379994,0.03,,
0.0814,0.026,,
0.08142,0.024,,
0.081439994,0.034,,
0.08146,0.024,,
0.081479994,0.034,,
0.0815,0.034,,
0.08152,0.038,,
0.081539994,0.044,,
0.08156,0.04,,
0.08158,0.046,,
0.081599994,0.04,,
0.08162,0.05,,
0.08164,0.046,,
0.081659994,0.046,,
0.08168,0.056,,
0.0817,0.05,,
0.081719994,0.06,,
0.08174,0.056,,
0.081759994,0.052,,
0.08178,0.052,,
0.0818,0.052,,
0.081819994,0.054,,
0.08184,0.05,,
0.08186,0.048,,
0.081879994,0.05,,
0.0819,0.054,,
0.08192,0.054,,
0.081939994,0.05,,
0.08196,0.06,,
0.08198,0.062,,
0.081999994,0.05,,
0.08202,0.05,,
0.08204,0.048,,
0.082059994,0.038,,
0.08208,0.046,,
0.082099994,0.028,,
0.08212,0.036,,
0.08214,0.032,,
0.082159994,0.042,,
0.08218,0.062,,
0.0822,0.058,,
0.082219994,0.084,,
0.08224,0.086,,
0.08226,0.116,,
0.082279994,0.116,,
0.0823,0.11,,
0.08232,0.138,,
0.082339994,0.112,,
0.08236,0.126,,
0.082379994,0.1,,
0.0824,0.106,,
0.08242,0.092,,
0.082439994,0.088,,
0.08246,0.092,,
0.08248,0.084,,
0.082499994,0.086,,
0.08252,0.076,,
0.08254,0.094,,
0.082559994,0.09,,
0.08258,0.084,,
0.0826,0.096,,
0.082619994,0.098,,
0.08264,0.116,,
0.08266,0.104,,
0.082679994,0.11,,
0.0827,0.106,,
0.082719994,0.112,,
0.08274,0.112,,
0.08276,0.126,,
0.082779994,0.124,,
0.0828,0.132,,
0.08282,0.136,,
0.082839994,0.13,,
0.08286,0.138,,
0.08288,0.13,,
0.082899994,0.152,,
0.08292,0.142,,
0.08294,0.132,,
0.082959994,0.162,,
0.08298,0.146,,
0.082999994,0.164,,
0.083019994,0.136,,
0.08304,0.164,,
0.083059994,0.156,,
0.08308,0.138,,
0.0831,0.16,,
0.083119994,0.14,,
0.08314,0.154,,
0.08316,0.136,,
0.083179994,0.158,,
0.0832,0.164,,
0.08322,0.14,,
0.083239994,0.158,,
0.08326,0.146,,
0.08328,0.174,,
0.083299994,0.144,,
0.08332,0.142,,
0.083339994,0.156,,
0.08336,0.15,,
0.08338,0.154,,
0.083399994,0.15,,
0.08342,0.15,,
0.08344,0.146,,
0.083459994,0.15,,
0.08348,0.144,,
0.0835,0.14,,
0.083519994,0.13,,
0.08354,0.13,,
0.08356,0.13,,
0.083579994,0.124,,
0.0836,0.138,,
0.08362,0.136,,
0.083639994,0.15,,
0.08366,0.13,,
0.083679994,0.144,,
0.0837,0.138,,
0.08372,0.128,,
0.083739994,0.142,,
0.08376,0.124,,
0.08378,0.136,,
0.083799994,-0.188,,
0.08382,0.052,,
0.08384,0.092,,
0.083859994,0.088,,
0.08388,0.092,,
0.0839,0.08,,
0.083919994,0.1,,
0.08394,0.082,,
0.083959994,0.084,,
0.08398,0.094,,
0.084,0.082,,
0.084019994,0.088,,
0.08404,0.08,,
0.08406,0.086,,
0.084079994,0.084,,
0.0841,0.086,,
0.08412,0.088,,
0.084139994,0.034,,
0.08416,0.008,,
0.08418,0.002,,
0.084199994,0.006,,
0.08422,0.006,,
0.08424,0.004,,
0.084259994,0.016,,
0.08428,0.022,,
0.084299994,0.022,,
0.08432,0.034,,
0.08434,0.04,,
0.084359994,0.054,,
0.08438,0.068,,
0.0844,0.064,,
0.084419994,0.084,,
0.08444,0.082,,
0.08446,0.094,,
0.084479994,0.1,,
0.0845,0.102,,
0.08452,0.112,,
0.084539994,0.106,,
0.08456,0.122,,
0.084579994,0.122,,
0.0846,0.126,,
0.08462,0.132,,
0.084639994,0.122,,
0.08466,0.142,,
0.08468,0.14,,
0.084699994,0.128,,
0.08472,0.136,,
0.08474,0.122,,
0.084759994,0.126,,
0.08478,0.106,,
0.0848,0.098,,
0.084819994,0.096,,
0.08484,0.074,,
0.08486,0.062,,
0.084879994,0.038,,
0.0849,0.052,,
0.084919994,0.052,,
0.08494,0.056,,
0.08496,0.092,,
0.084979994,0.102,,
0.085,0.15,,
0.08502,0.16,,
0.085039994,0.176,,
0.08506,0.202,,
0.08508,0.18,,
0.085099994,0.178,,
0.08512,0.16,,
0.08514,0.17,,
0.085159994,0.152,,
0.08518,0.134,,
0.085199994,0.142,,
0.085219994,0.116,,
0.08524,0.11,,
0.085259994,0.104,,
0.08528,0.096,,
0.0853,0.114,,
0.085319994,0.1,,
0.08534,0.108,,
0.08536,0.124,,
0.085379994,0.122,,
0.0854,0.142,,
0.08542,0.134,,
0.085439994,0.146,,
0.08546,0.146,,
0.08548,0.146,,
0.085499994,0.168,,
0.08552,0.136,,
0.085539994,0.168,,
0.08556,0.158,,
0.08558,0.148,,
0.085599994,0.168,,
0.08562,0.144,,
0.08564,0.178,,
0.085659994,0.15,,
0.08568,0.158,,
0.0857,0.172,,
0.085719994,0.142,,
0.08574,0.166,,
0.08576,0.146,,
0.085779994,0.176,,
0.0858,0.16,,
0.08582,0.148,,
0.085839994,0.184,,
0.08586,0.156,,
0.085879994,0.172,,
0.0859,0.166,,
0.08592,0.162,,
0.085939994,0.18,,
0.08596,0.15,,
0.08598,0.182,,
0.085999994,0.17,,
0.08602,0.16,,
0.08604,0.18,,
0.086059994,0.156,,
0.08608,0.182,,
0.0861,0.146,,
0.086119994,0.16,,
0.08614,0.17,,
0.086159994,0.14,,
0.08618,0.162,,
0.0862,0.144,,
0.086219994,0.16,,
0.08624,0.146,,
0.08626,0.134,,
0.086279994,0.162,,
0.0863,0.13,,
0.08632,0.138,,
0.086339994,0.134,,
0.08636,0.124,,
0.08638,0.142,,
0.086399994,0.12,,
0.08642,0.134,,
0.08644,0.124,,
0.086459994,0.126,,
0.08648,0.14,,
0.086499994,0.118,,
0.08652,0.138,,
0.08654,0.124,,
0.086559994,0.122,,
0.08658,0.136,,
0.0866,0.11,,
0.086619994,0.132,,
0.08664,0.116,,
0.08666,0.104,,
0.086679994,0.122,,
0.0867,0.102,,
0.08672,0.116,,
0.086739994,0.102,,
0.08676,0.11,,
0.086779994,0.114,,
0.086799994,0.098,,
0.08682,0.108,,
0.086839994,0.098,,
0.08686,0.116,,
0.08688,0.098,,
0.086899994,0.092,,
0.08692,0.112,,
0.08694,0.094,,
0.086959994,0.104,,
0.08698,0.098,,
0.087,0.102,,
0.087019994,0.11,,
0.08704,0.098,,
0.08706,0.106,,
0.087079994,0.1,,
0.0871,0.102,,
0.087119994,0.102,,
0.08714,0.092,,
0.08716,0.104,,
0.087179994,0.092,,
0.0872,0.098,,
0.08722,0.094,,
0.087239994,0.09,,
0.08726,0.1,,
0.08728,0.084,,
0.087299994,0.088,,
0.08732,0.092,,
0.08734,0.082,,
0.087359994,0.086,,
0.08738,0.074,,
0.087399994,0.08,,
0.087419994,0.076,,
0.08744,0.072,,
0.087459994,0.074,,
0.08748,0.068,,
0.0875,0.058,,
0.087519994,0.052,,
0.08754,0.052,,
0.08756,0.048,,
0.087579994,0.042,,
0.0876,0.034,,
0.08762,0.026,,
0.087639994,0.018,,
0.08766,0.022,,
0.08768,0.016,,
0.087699994,0.02,,
0.08772,0.026,,
0.087739994,0.026,,
0.08776,0.032,,
0.08778,0.038,,
0.087799994,0.042,,
0.08782,0.036,,
0.08784,0.036,,
0.087859994,0.03,,
0.08788,0.018,,
0.0879,0.016,,
0.087919994,0.006,,
0.08794,0.016,,
0.08796,0.01,,
0.087979994,0.012,,
0.088,0.018,,
0.08802,0.012,,
0.088039994,0.02,,
0.08806,0.016,,
0.088079994,0.024,,
0.0881,0.012,,
0.08812,0.01,,
0.088139994,0.018,,
0.08816,0.008,,
0.08818,0.018,,
0.088199994,0.004,,
0.08822,0.018,,
0.08824,0.016,,
0.088259994,0.012,,
0.08828,0.012,,
0.0883,0.014,,
0.088319994,0.012,,
0.08834,0.006,,
0.088359994,0.01,,
0.08838,0.008,,
0.0884,0.008,,
0.088419994,0.012,,
0.08844,0.014,,
0.08846,0.02,,
0.088479994,0.012,,
0.0885,0.016,,
0.08852,0.014,,
0.088539994,0.014,,
0.08856,0.01,,
0.08858,0.014,,
0.088599994,0.008,,
0.08862,0.008,,
0.08864,0.016,,
0.088659994,0.014,,
0.08868,0.014,,
0.088699994,0.006,,
0.08872,0.026,,
0.08874,0.006,,
0.088759994,0.008,,
0.08878,0.022,,
0.0888,0.012,,
0.088819994,0.026,,
0.08884,0.024,,
0.08886,0.02,,
0.088879994,0.028,,
0.0889,0.006,,
0.08892,0.03,,
0.088939994,0.004,,
0.08896,0.032,,
0.088979994,0.006,,
0.088999994,0.022,,
0.08902,0.062,,
0.089039994,0.008,,
0.08906,0.038,,
0.08908,0.022,,
0.089099994,0.104,,
0.08912,0.014,,
0.08914,0.038,,
0.089159994,0.028,,
0.08918,0.098,,
0.0892,0.016,,
0.089219994,0.026,,
0.08924,0.032,,
0.08926,0.096,,
0.089279994,0.026,,
0.0893,0.028,,
0.089319994,0.054,,
0.08934,0.016,,
0.08936,0.096,,
0.089379994,0.014,,
0.0894,0.08,,
0.08942,0.056,,
0.089439994,0.068,,
0.08946,0.026,,
0.08948,0.098,,
0.089499994,0.026,,
0.08952,0.096,,
0.08954,0.058,,
0.089559994,0.08,,
0.08958,0.052,,
0.089599994,0.078,,
0.089619994,0.062,,
0.08964,0.066,,
0.089659994,0.08,,
0.08968,0.06,,
0.0897,0.07,,
0.089719994,0.072,,
0.08974,0.074,,
0.08976,0.064,,
0.089779994,0.058,,
0.0898,0.076,,
0.08982,0.064,,
0.089839994,0.072,,
0.08986,0.07,,
0.08988,0.062,,
0.089899994,0.064,,
0.08992,0.068,,
0.089939994,0.064,,
0.08996,0.074,,
0.08998,0.062,,
0.089999994,0.064,,
0.09002,0.066,,
0.09004,0.052,,
0.090059994,0.068,,
0.09008,0.058,,
0.0901,0.07,,
0.090119994,0.062,,
0.09014,0.052,,
0.09016,0.07,,
0.090179994,0.058,,
0.0902,0.066,,
0.090219994,0.052,,
0.090239994,0.054,,
0.09026,0.066,,
0.090279994,0.056,,
0.0903,0.062,,
0.09032,0.064,,
0.090339994,0.062,,
0.09036,0.066,,
0.09038,0.066,,
0.090399994,0.064,,
0.09042,0.074,,
0.09044,0.068,,
0.090459994,0.062,,
0.09048,0.072,,
0.0905,0.064,,
0.090519994,0.056,,
0.09054,0.058,,
0.090559994,0.054,,
0.090579994,0.058,,
0.0906,0.046,,
0.090619994,0.038,,
0.09064,0.05,,
0.09066,0.048,,
0.090679994,0.05,,
0.0907,0.046,,
0.09072,0.062,,
0.090739994,0.058,,
0.09076,0.048,,
0.09078,0.06,,
0.090799994,0.048,,
0.09082,0.074,,
0.09084,0.052,,
0.090859994,0.05,,
0.09088,0.07,,
0.090899994,0.05,,
0.09092,0.062,,
0.09094,0.048,,
0.090959994,0.06,,
0.09098,0.054,,
0.091,0.052,,
0.091019994,0.06,,
0.09104,0.054,,
0.09106,0.068,,
0.091079994,0.056,,
0.0911,0.048,,
0.09112,0.064,,
0.091139994,0.054,,
0.09116,0.07,,
0.091179994,0.068,,
0.091199994,0.046,,
0.09122,0.002,,
0.091239994,-0.004,,
0.09126,0.04,,
0.09128,-0.006,,
0.091299994,0.014,,
0.09132,0,,
0.09134,0.038,,
0.091359994,-0.004,,
0.09138,-0.008,,
0.0914,0.05,,
0.091419994,-0.006,,
0.09144,0.006,,
0.09146,0.002,,
0.091479994,-0.022,,
0.0915,0.038,,
0.091519994,0.002,,
0.09154,-0.024,,
0.09156,0.018,,
0.091579994,-0.02,,
0.0916,0.034,,
0.09162,-0.004,,
0.091639994,-0.024,,
0.09166,0.022,,
0.09168,-0.016,,
0.091699994,0.034,,
0.09172,-0.002,,
0.09174,0,,
0.091759994,0.016,,
0.09178,-0.028,,
0.091799994,0.022,,
0.091819994,0.004,,
0.09184,-0.016,,
0.091859994,-0.188,,
0.09188,0.32,,
0.0919,0.232,,
0.091919994,0.066,,
0.09194,-0.01,,
0.09196,0.002,,
0.091979994,-0.016,,
0.092,0.01,,
0.09202,-0.002,,
0.092039994,0.006,,
0.09206,0.01,,
0.09208,-0.008,,
0.092099994,0.028,,
0.09212,0,,
0.092139994,0,,
0.09216,0.012,,
0.09218,-0.01,,
0.092199994,0.018,,
0.09222,0.008,,
0.09224,0,,
0.092259994,0.016,,
0.09228,-0.002,,
0.0923,0.02,,
0.092319994,0.002,,
0.09234,-0.002,,
0.09236,0.012,,
0.092379994,-0.004,,
0.0924,0.018,,
0.092419994,-0.014,,
0.092439994,0.006,,
0.09246,0.004,,
0.092479994,-0.012,,
0.0925,0.018,,
0.09252,-0.006,,
0.092539994,0.012,,
0.09256,-0.004,,
0.09258,0,,
0.092599994,0.02,,
0.09262,-0.004,,
0.09264,0.012,,
0.092659994,0.012,,
0.09268,0.018,,
0.0927,0.004,,
0.092719994,-0.008,,
0.09274,0.012,,
0.092759994,0.002,,
0.092779994,0.014,,
0.0928,0.004,,
0.092819994,-0.002,,
0.09284,0.02,,
0.09286,0.006,,
0.092879994,0.018,,
0.0929,0.016,,
0.09292,0.01,,
0.092939994,0.01,,
0.09296,0,,
0.09298,0.002,,
0.092999994,0.002,,
0.09302,0.002,,
0.09304,0.004,,
0.093059994,-0.002,,
0.09308,0.008,,
0.093099994,0.004,,
0.09312,0.004,,
0.09314,0.01,,
0.093159994,0.004,,
0.09318,0.01,,
0.0932,0.006,,
0.093219994,0.006,,
0.09324,0.008,,
0.09326,0,,
0.093279994,-0.006,,
0.0933,0.01,,
0.09332,0.012,,
0.093339994,-0.002,,
0.09336,0.008,,
0.093379994,0.004,,
0.093399994,0.006,,
0.09342,0.006,,
0.093439994,0.006,,
0.09346,0.004,,
0.09348,0.016,,
0.093499994,0,,
0.09352,0.01,,
0.09354,0.008,,
0.093559994,-0.008,,
0.09358,0.01,,
0.0936,-0.004,,
0.093619994,0.016,,
0.09364,-0.004,,
0.09366,0.016,,
0.093679994,0.024,,
0.0937,-0.008,,
0.093719994,0.012,,
0.09374,-0.014,,
0.09376,0.016,,
0.093779994,-0.008,,
0.0938,-0.004,,
0.09382,0.026,,
0.093839994,-0.008,,
0.09386,0.016,,
0.09388,-0.008,,
0.093899994,0.024,,
0.09392,-0.002,,
0.09394,-0.008,,
0.093959994,0.016,,
0.09398,-0.002,,
0.093999994,0.008,,
0.094019994,-0.014,,
0.09404,0.02,,
0.094059994,0.026,,
0.09408,-0.002,,
0.0941,0.006,,
0.094119994,0.01,,
0.09414,0.008,,
0.09416,0,,
0.094179994,0.01,,
0.0942,-0.01,,
0.09422,0.004,,
0.094239994,-0.002,,
0.09426,0.018,,
0.09428,0.008,,
